what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1333460249855
error,log,,,"Core exception while retrieving the content description",1333460249856
error,log,,,"Core exception while retrieving the content description",1333460249857
error,log,,,"Core exception while retrieving the content description",1333460249858
error,log,,,"Core exception while retrieving the content description",1333460249858
error,log,,,"Core exception while retrieving the content description",1333460249859
error,log,,,"Core exception while retrieving the content description",1333460249860
error,log,,,"Core exception while retrieving the content description",1333460249860
error,log,,,"Core exception while retrieving the content description",1333460249861
error,log,,,"Core exception while retrieving the content description",1333460249862
error,log,,,"Core exception while retrieving the content description",1333460249863
error,log,,,"Core exception while retrieving the content description",1333460249863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460250412
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460251144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1333460252825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333460255377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460261096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460261855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333460262242
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460269734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333460271523
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333460272257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460275514
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333460276257
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460277234
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460280568
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460280659
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333460282391
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460282742
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460282822
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333460283984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460285935
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460287150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333460287234
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460287293
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460293337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460297003
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.move.element",1333460297117
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460297619
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460297707
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460300028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460304584
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.navigate.open.type",1333460304694
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333460305168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460308083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460310566
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460317301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460322938
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.move.element",1333460323060
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460336431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460340083
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.move.element",1333460340183
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460348182
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333460363918
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460375078
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460375174
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333460375854
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460376199
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333460377086
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333460378928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460384850
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460389513
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460389834
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460389916
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1333460390565
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1333460390896
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460397365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1333460397423
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333460399412
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.rename.element",1333460401750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333460409265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333460409764
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333460409848
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333460409931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333460410015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333460410098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333460410182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333460410265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333460410349
